participant_id,condition,condition_label,wave,run_index,n_runs,saved_at,actual_score,score_percent,completed_main_tasks,mean_confidence,mean_conf_correct,mean_conf_incorrect,confidence_discrimination,signed_confidence_gap,absolute_confidence_gap,pre_with_ai,pre_without_ai,pre_ai_alone,pre_self_percentile,pre_ai_percentile,post_with_ai,post_without_ai,post_ai_alone,post_self_percentile,post_ai_percentile,signed_estimation_error,absolute_estimation_error,estimate_shift_with_ai,estimate_shift_without_ai,estimate_shift_ai_alone,total_prompts,prompts_per_task,main_tasks_prompted,mean_prompt_words,pasted_task_share,total_user_messages,total_assistant_messages,assistant_output_tokens,assistant_reasoning_tokens,chat_resets,gate_tests,gate_matched,gate_max_coverage,reliability_cards_presented,similarity_tests,cards_hidden,reflection_pages_answered,reflection_words,completion_seconds,completion_minutes,completion_time_source,sus_score,ueq_overall,ueq_pragmatic,ueq_hedonic,tlx_mean,tlx_raw_mean,nfc_mean,trust_mean,attention_passed,attention_found,attention_failed,age,gender,education,fluency,ai_use_label,ai_use_frequency,double_checked_answers,repeated_other_condition,exclude_repeat,exclude_attention,exclude_incomplete,exclude_fast,exclude_manual,exclude_primary
676ada80fe4f612146e3c8b3,ai,AI (baseline),1,0,1,2026-07-16T15:45:33.657022+00:00,4,33.33333333333333,12,99.25,99.75,99.0,0.75,65.91666666666667,65.91666666666667,12.0,9.0,12.0,79.0,97.0,12.0,5.0,6.0,78.0,100.0,8.0,8.0,0.0,-4.0,-6.0,15,1.25,12,107.4,,16,16,15462,13283,0,0,0,,0,0,0,0,0,1512.1740000247955,25.20290000041326,client task timestamps,100.0,3.0,3.0,3.0,3.1666666666666665,6.0,4.0,4.75,4,4,0,34.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,5.0,False,False,False,False,False,False,False
5a9c41f2dbdb470001eeef9c,ai,AI (baseline),1,0,1,2026-07-16T15:49:30.483426+00:00,7,58.333333333333336,12,57.166666666666664,70.42857142857143,38.6,31.82857142857143,-1.1666666666666714,1.1666666666666714,8.0,6.0,6.0,40.0,45.0,9.0,6.0,10.0,28.0,58.0,2.0,2.0,1.0,0.0,4.0,19,1.5833333333333333,12,89.10526315789474,,22,22,26415,22856,0,0,0,,0,0,0,0,0,1605.7639999389648,26.76273333231608,client task timestamps,65.0,0.375,1.0,-0.25,9.833333333333334,9.333333333333334,4.833333333333333,3.125,4,4,0,50.0,Woman,Higher tertiary education degree (Master's level),Native English speaker,About once a week,4,2.0,False,False,False,False,False,False,False
614b11e399369a0d52b5fbf6,ai,AI (baseline),1,0,1,2026-07-16T15:56:16.672823+00:00,5,41.66666666666667,12,86.16666666666667,82.0,89.14285714285714,-7.142857142857139,44.5,44.5,10.0,10.0,11.0,50.0,50.0,12.0,6.0,12.0,50.0,75.0,7.0,7.0,2.0,-4.0,1.0,13,1.0833333333333333,12,130.15384615384616,,15,15,18641,16216,0,0,0,,0,0,0,0,0,2511.0009999275208,41.85001666545868,client task timestamps,100.0,1.25,3.0,-0.5,1.6666666666666667,3.8333333333333335,3.8333333333333335,4.625,3,4,1,33.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,A few times a week,5,3.0,False,False,False,False,False,False,False
5ca9106716aa84001725d880,ai,AI (baseline),1,0,1,2026-07-16T16:06:30.100863+00:00,8,66.66666666666666,12,57.583333333333336,52.125,68.5,-16.375,-9.083333333333321,9.083333333333321,8.0,4.0,9.0,62.0,81.0,7.0,6.0,7.0,75.0,67.0,-1.0,1.0,-1.0,2.0,-2.0,15,1.25,12,106.73333333333333,,16,16,19464,16789,0,0,0,,0,0,0,0,0,1348.8359999656677,22.480599999427795,client task timestamps,92.5,2.0,2.25,1.75,5.5,8.0,4.5,3.75,4,4,0,34.0,Woman,Higher tertiary education degree (Master's level),Native English speaker,Several times a day,7,2.0,False,False,False,False,False,False,False
69e798083733072e5376734b,ai,AI (baseline),1,0,1,2026-07-16T16:18:44.154398+00:00,5,41.66666666666667,12,94.91666666666667,94.8,95.0,-0.20000000000000284,53.25,53.25,12.0,7.0,12.0,76.0,63.0,9.0,7.0,9.0,76.0,77.0,4.0,4.0,-3.0,0.0,-3.0,14,1.1666666666666667,12,114.28571428571429,,15,15,15713,13894,0,0,0,,0,0,0,0,0,1417.3790001869202,23.62298333644867,client task timestamps,100.0,2.0,2.5,1.5,3.0,6.166666666666667,4.166666666666667,4.375,4,4,0,22.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,About once a day,6,2.0,False,False,False,False,False,False,False
5ea824f580b9ef228f589930,ai,AI (baseline),1,0,1,2026-07-16T16:25:50.096430+00:00,6,50.0,12,66.25,65.66666666666667,66.83333333333333,-1.1666666666666572,16.25,16.25,9.0,5.0,9.0,50.0,86.0,11.0,4.0,11.0,81.0,90.0,5.0,5.0,2.0,-1.0,2.0,17,1.4166666666666667,12,253.52941176470588,,19,19,25325,22037,0,0,0,,0,0,0,0,0,3116.5549998283386,51.94258333047231,client task timestamps,100.0,2.5,3.0,2.0,9.333333333333334,10.5,3.8333333333333335,4.125,4,4,0,67.0,Woman,Higher tertiary education degree (Master's level),Native English speaker,Several times a day,7,4.0,False,False,False,False,False,False,False
673f6ffebce20832346325de,ai,AI (baseline),1,0,1,2026-07-16T16:27:32.224920+00:00,5,41.66666666666667,12,92.83333333333333,97.2,89.71428571428571,7.485714285714295,51.16666666666666,51.16666666666666,10.0,7.0,10.0,80.0,45.0,9.0,5.0,9.0,80.0,50.0,4.0,4.0,-1.0,-2.0,-1.0,25,2.0833333333333335,12,183.52,,26,26,26413,21608,0,0,0,,0,0,0,0,0,1657.1480000019073,27.619133333365124,client task timestamps,82.5,1.375,2.25,0.5,8.833333333333334,8.666666666666666,1.3333333333333333,4.5,3,4,1,41.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,2.0,False,False,False,False,False,False,False
5ff454f2f0b5ed607169fba6,ai,AI (baseline),1,0,1,2026-07-16T16:30:47.469752+00:00,4,33.33333333333333,12,91.91666666666667,94.25,90.75,3.5,58.58333333333334,58.58333333333334,10.0,8.0,11.0,,,10.0,8.0,10.0,90.0,80.0,6.0,6.0,0.0,0.0,-1.0,24,2.0,12,70.66666666666667,,26,26,27587,23842,0,0,0,,0,0,0,0,0,3162.048000097275,52.700800001621246,client task timestamps,100.0,3.0,3.0,3.0,4.666666666666667,7.833333333333333,5.0,4.625,4,4,0,45.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,5.0,False,False,False,False,False,False,False
6a00e5e9deafdfa23003cacb,ai,AI (baseline),1,0,1,2026-07-16T16:33:52.747053+00:00,6,50.0,12,67.91666666666667,73.83333333333333,62.0,11.833333333333329,17.91666666666667,17.91666666666667,8.0,0.0,6.0,13.0,95.0,6.0,2.0,6.0,4.0,75.0,0.0,0.0,-2.0,2.0,0.0,18,1.5,12,91.38888888888889,,19,19,22817,19556,0,0,0,,0,0,0,0,0,2428.680000066757,40.47800000111262,client task timestamps,85.0,1.75,2.25,1.25,9.333333333333334,8.166666666666666,3.0,3.625,4,4,0,41.0,Man,Higher tertiary education degree (Master's level),Native English speaker,Several times a day,7,2.0,False,False,False,False,False,False,False
69ffa808e93cf482f4829587,ai,AI (baseline),1,0,1,2026-07-16T16:59:12.312594+00:00,9,75.0,12,64.33333333333333,63.77777777777778,66.0,-2.2222222222222214,-10.666666666666671,10.666666666666671,10.0,7.0,10.0,66.0,60.0,7.0,3.0,7.0,64.0,66.0,-2.0,2.0,-3.0,-4.0,-3.0,29,2.4166666666666665,12,59.89655172413793,,30,30,25770,21096,0,0,0,,0,0,0,0,0,3626.1920001506805,60.43653333584468,client task timestamps,95.0,2.5,3.0,2.0,9.5,11.333333333333334,3.5,3.625,4,4,0,43.0,Man,Higher tertiary education degree (Master's level),Native English speaker,A few times a week,5,2.0,False,False,False,False,False,False,False
6a05ca3ca97a0b5ea50dd24c,ai,AI (baseline),1,0,1,2026-07-17T13:40:57.212921+00:00,6,50.0,12,80.83333333333333,81.16666666666667,80.5,0.6666666666666714,30.83333333333333,30.83333333333333,10.0,5.0,9.0,95.0,80.0,10.0,4.0,7.0,85.0,70.0,4.0,4.0,0.0,-1.0,-2.0,13,1.0833333333333333,12,118.53846153846153,,14,14,19300,17782,0,0,0,,0,0,0,0,0,1039.1760001182556,17.319600001970926,client task timestamps,77.5,1.875,2.25,1.5,2.6666666666666665,4.5,2.6666666666666665,3.625,4,4,0,22.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,About once a day,6,1.0,False,False,False,False,False,False,False
5f319edf7543f7087932aa98,ai,AI (baseline),1,0,1,2026-07-17T13:52:11.972671+00:00,6,50.0,12,73.33333333333333,72.33333333333333,74.33333333333333,-2.0,23.33333333333333,23.33333333333333,12.0,5.0,12.0,64.0,29.0,12.0,2.0,12.0,59.0,97.0,6.0,6.0,0.0,-3.0,0.0,15,1.25,12,313.06666666666666,,17,17,21940,18307,0,0,0,,0,0,0,0,0,1570.039999961853,26.16733333269755,client task timestamps,77.5,2.25,2.5,2.0,4.666666666666667,6.166666666666667,2.1666666666666665,3.75,4,4,0,46.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,A few times a week,5,4.0,False,False,False,False,False,True,False
6a04411878c03cd53d01bc3d,ai,AI (baseline),1,0,1,2026-07-17T14:00:20.970123+00:00,5,41.66666666666667,12,75.41666666666667,77.0,74.28571428571429,2.714285714285708,33.75,33.75,8.0,6.0,10.0,,,12.0,4.0,12.0,69.0,75.0,7.0,7.0,4.0,-2.0,2.0,12,1.0,12,124.58333333333333,,15,15,19998,17867,0,0,0,,0,0,0,0,0,975.1779999732971,16.252966666221617,client task timestamps,80.0,1.25,3.0,-0.5,4.666666666666667,6.166666666666667,2.3333333333333335,3.25,4,4,0,35.0,Man,Higher tertiary education degree (Master's level),Native English speaker,Several times a day,7,1.0,False,False,False,False,False,False,False
5f6f3b4884cdf34934e9db6f,ai,AI (baseline),1,0,1,2026-07-17T14:04:56.483417+00:00,7,58.333333333333336,12,87.58333333333333,91.57142857142857,82.0,9.57142857142857,29.249999999999993,29.249999999999993,12.0,2.0,12.0,37.0,79.0,12.0,2.0,10.0,82.0,83.0,5.0,5.0,0.0,0.0,-2.0,26,2.1666666666666665,12,65.07692307692308,,29,29,17607,14934,0,0,0,,0,0,0,0,0,1354.0810000896454,22.568016668160755,client task timestamps,75.0,1.625,2.25,1.0,7.666666666666667,8.5,3.0,3.875,4,4,0,47.0,Woman,Vocational college degree,Native English speaker,About once a day,6,1.0,False,False,False,False,False,False,False
6710a58eeff954cb2243950e,ai,AI (baseline),1,0,1,2026-07-17T14:13:38.469030+00:00,2,16.666666666666664,12,88.25,97.5,86.4,11.099999999999994,71.58333333333334,71.58333333333334,11.0,7.0,10.0,78.0,91.0,10.0,6.0,5.0,76.0,87.0,8.0,8.0,-1.0,-1.0,-5.0,13,1.0833333333333333,12,97.23076923076923,,14,14,12430,11156,0,0,0,,0,0,0,0,0,2030.8960001468658,33.84826666911443,client task timestamps,97.5,2.75,3.0,2.5,8.5,9.666666666666666,4.833333333333333,4.875,4,4,0,55.0,Woman,Higher tertiary education degree (Master's level),Fully fluent,Several times a day,7,5.0,False,False,False,False,False,False,False
6a1589d7aa43b48061cf738a,ai,AI (baseline),1,0,1,2026-07-17T14:19:04.500825+00:00,5,41.66666666666667,12,60.916666666666664,63.6,59.0,4.600000000000001,19.249999999999993,19.249999999999993,10.0,8.0,8.0,47.0,50.0,8.0,5.0,7.0,50.0,60.0,3.0,3.0,-2.0,-3.0,-1.0,17,1.4166666666666667,12,85.94117647058823,,19,19,22173,18624,0,0,0,,0,0,0,0,0,1497.3220000267029,24.955366667111715,client task timestamps,57.5,-0.25,0.0,-0.5,5.833333333333333,6.333333333333333,2.3333333333333335,3.375,3,4,1,30.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,1.0,False,False,False,False,False,False,False
6a21b8ae2177f79a3833a3aa,ai,AI (baseline),1,0,1,2026-07-17T14:21:20.551468+00:00,6,50.0,12,93.83333333333333,95.66666666666667,92.0,3.6666666666666714,43.83333333333333,43.83333333333333,10.0,7.0,9.0,60.0,80.0,11.0,1.0,1.0,79.0,75.0,5.0,5.0,1.0,-6.0,-8.0,23,1.9166666666666667,12,175.6086956521739,,25,25,22939,18348,0,0,0,,0,0,0,0,0,1855.848000049591,30.93080000082652,client task timestamps,75.0,1.625,2.25,1.0,9.333333333333334,11.166666666666666,3.6666666666666665,3.25,4,4,0,28.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,2.0,False,False,False,False,False,False,False
59b19a277f6c84000151c001,ai,AI (baseline),1,0,1,2026-07-17T14:29:20.844393+00:00,6,50.0,12,72.08333333333333,73.0,71.16666666666667,1.8333333333333286,22.08333333333333,22.08333333333333,9.0,7.0,10.0,29.0,16.0,11.0,9.0,10.0,22.0,25.0,5.0,5.0,2.0,2.0,0.0,28,2.3333333333333335,12,38.892857142857146,,29,29,26271,20647,0,0,0,,0,0,0,0,0,2702.6579999923706,45.04429999987284,client task timestamps,80.0,1.25,2.0,0.5,7.833333333333333,8.666666666666666,3.0,3.75,4,4,0,65.0,Woman,Upper secondary school / High school,Native English speaker,A few times a week,5,4.0,False,False,False,False,False,False,False
6a06e63d31c90ee68757b0d3,ai,AI (baseline),1,0,1,2026-07-17T14:31:15.747044+00:00,6,50.0,12,92.5,92.33333333333333,92.66666666666667,-0.3333333333333428,42.5,42.5,12.0,6.0,12.0,74.0,95.0,12.0,4.0,12.0,92.0,97.0,6.0,6.0,0.0,-2.0,0.0,15,1.25,12,124.4,,16,16,19835,17092,0,0,0,,0,0,0,0,0,2317.476000070572,38.6246000011762,client task timestamps,90.0,3.0,3.0,3.0,10.666666666666666,13.833333333333334,3.6666666666666665,4.875,4,4,0,57.0,Woman,Vocational college degree,Native English speaker,Several times a day,7,3.0,False,False,False,False,False,False,False
6a271c0daa928450f32c7507,ai,AI (baseline),1,0,1,2026-07-17T14:36:52.512250+00:00,8,66.66666666666666,12,89.66666666666667,90.75,87.5,3.25,23.000000000000014,23.000000000000014,12.0,10.0,12.0,77.0,71.0,10.0,4.0,10.0,85.0,91.0,2.0,2.0,-2.0,-6.0,-2.0,14,1.1666666666666667,12,137.92857142857142,,16,16,19291,16449,0,0,0,,0,0,0,0,0,4048.03200006485,67.46720000108083,client task timestamps,97.5,1.125,0.0,2.25,16.0,16.833333333333332,2.6666666666666665,4.75,4,4,0,34.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,About once a day,6,4.0,False,False,False,False,False,False,False
65b9a002909e6b9bd3520066,ai,AI (baseline),1,0,1,2026-07-17T14:36:54.224179+00:00,6,50.0,12,92.75,93.16666666666667,92.33333333333333,0.8333333333333428,42.75,42.75,12.0,8.0,12.0,,,12.0,7.0,12.0,51.0,50.0,6.0,6.0,0.0,-1.0,0.0,14,1.1666666666666667,12,82.71428571428571,,15,15,17792,15459,0,0,0,,0,0,0,0,0,1115.8229999542236,18.59704999923706,client task timestamps,82.5,1.5,2.0,1.0,4.166666666666667,5.333333333333333,3.0,4.125,4,4,0,54.0,Woman,Lower tertiary education degree (Bachelor's level),Native English speaker,A few times a week,5,2.0,False,False,False,False,False,False,False
6a06fc17dd60a09eb3ac9bbd,ai,AI (baseline),1,0,1,2026-07-17T14:43:48.857918+00:00,6,50.0,12,84.58333333333333,87.33333333333333,81.83333333333333,5.5,34.58333333333333,34.58333333333333,11.0,10.0,11.0,86.0,79.0,11.0,10.0,12.0,78.0,74.0,5.0,5.0,0.0,0.0,1.0,14,1.1666666666666667,12,99.07142857142857,,15,15,21722,20306,0,0,0,,0,0,0,0,0,1222.0769999027252,20.367949998378755,client task timestamps,75.0,0.125,0.25,0.0,3.6666666666666665,5.166666666666667,4.333333333333333,2.75,4,4,0,23.0,Prefer not to disclose,Lower tertiary education degree (Bachelor's level),Native English speaker,A few times a week,5,4.0,False,False,False,False,False,False,False
5f160514e2a4062d2a0ded58,ai,AI (baseline),1,0,1,2026-07-17T14:44:24.343641+00:00,9,75.0,12,80.41666666666667,79.77777777777777,82.33333333333333,-2.555555555555557,5.416666666666671,5.416666666666671,10.0,8.0,10.0,69.0,75.0,12.0,8.0,11.0,91.0,100.0,3.0,3.0,2.0,0.0,1.0,12,1.0,12,356.4166666666667,,14,14,19746,17827,0,0,0,,0,0,0,0,0,2390.565999984741,39.84276666641235,client task timestamps,100.0,2.125,3.0,1.25,3.5,5.666666666666667,3.1666666666666665,4.25,3,4,1,29.0,Man,Upper secondary school / High school,Native English speaker,A few times a week,5,3.0,False,False,False,False,False,False,False
6a00e2783fab0770e1f95674,ai,AI (baseline),1,0,1,2026-07-17T14:48:26.949864+00:00,5,41.66666666666667,12,96.5,97.2,96.0,1.2000000000000028,54.83333333333333,54.83333333333333,7.0,4.0,5.0,50.0,65.0,12.0,6.0,9.0,70.0,69.0,7.0,7.0,5.0,2.0,4.0,12,1.0,12,110.25,,13,13,14018,12148,0,0,0,,0,0,0,0,0,1490.608999967575,24.843483332792918,client task timestamps,95.0,1.5,1.75,1.25,4.5,4.333333333333333,4.166666666666667,4.25,4,4,0,29.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,Several times a day,7,2.0,False,False,False,False,False,False,False
6a1002dabe7f5c918f052d3e,ai,AI (baseline),1,0,1,2026-07-17T15:17:16.588964+00:00,5,41.66666666666667,12,83.75,88.2,80.57142857142857,7.628571428571433,42.08333333333333,42.08333333333333,11.0,11.0,10.0,87.0,76.0,11.0,10.0,10.0,92.0,93.0,6.0,6.0,0.0,-1.0,0.0,12,1.0,12,20.666666666666668,,15,15,2100,310,0,0,0,,0,0,0,0,0,2683.401000022888,44.72335000038147,client task timestamps,52.5,2.125,2.25,2.0,13.666666666666666,16.166666666666668,3.0,4.0,2,4,2,31.0,Man,Higher tertiary education degree (Master's level),Native English speaker,About once a day,6,4.0,False,False,True,False,False,False,True
6a0247c711c1663a4074fa1b,ai,AI (baseline),1,0,1,2026-07-17T16:35:59.376264+00:00,5,41.66666666666667,12,41.25,42.4,40.42857142857143,1.971428571428568,-0.4166666666666714,0.4166666666666714,6.0,2.0,8.0,49.0,83.0,9.0,0.0,12.0,53.0,100.0,4.0,4.0,3.0,-2.0,4.0,16,1.3333333333333333,12,100.0625,,17,17,20108,17279,0,0,0,,0,0,0,0,0,1078.7489998340607,17.979149997234344,client task timestamps,57.5,0.25,0.5,0.0,7.0,9.5,2.8333333333333335,3.75,3,4,1,47.0,Man,Vocational college degree,Native English speaker,A few times a week,5,5.0,False,False,False,False,False,False,False
69fdda7887e460a4d33c272a,ai,AI (baseline),1,0,1,2026-07-17T16:39:40.356096+00:00,7,58.333333333333336,12,75.91666666666667,70.28571428571429,83.8,-13.514285714285705,17.583333333333336,17.583333333333336,10.0,12.0,9.0,49.0,81.0,8.0,10.0,8.0,49.0,68.0,1.0,1.0,-2.0,-2.0,-1.0,18,1.5,12,259.0,,19,19,27074,25065,0,0,0,,0,0,0,0,0,908.635999917984,15.1439333319664,client task timestamps,87.5,0.75,2.5,-1.0,4.666666666666667,6.5,4.333333333333333,3.25,4,4,0,20.0,Man,Lower tertiary education degree (Bachelor's level),Native English speaker,About once a day,6,4.0,False,False,False,False,False,False,False
