participant_id,condition,wave,run_index,task_id,task_name,scenario,authored_order,display_index,answer,correct_answer,correct,confidence,dwell_seconds,prompts_on_task
67d4773442ee746bb00b2542,ai,2,0,11,car_racing_02,Incentive Car Racing,6,17,Neither of the two statements is correct.,Both statements are correct.,0.0,85.0,112.62700009346008,1
67d4773442ee746bb00b2542,ai,2,0,12,car_racing_03,Incentive Car Racing,7,16,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,81.0,60.626999855041504,1
67d4773442ee746bb00b2542,ai,2,0,13,car_racing_05,Incentive Car Racing,8,15,Only statement 1 is correct.,Only statement 1 is correct.,1.0,98.0,48.35199999809265,1
67d4773442ee746bb00b2542,ai,2,0,14,graduation_party_01,Graduation Party,9,7,Only statement 2 is correct.,Only statement 2 is correct.,1.0,88.0,250.81399989128113,2
67d4773442ee746bb00b2542,ai,2,0,15,graduation_party_05,Graduation Party,10,8,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,91.0,150.34400010108948,1
67d4773442ee746bb00b2542,ai,2,0,16,graduation_party_06,Graduation Party,11,9,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,88.0,87.81199979782104,1
67d4773442ee746bb00b2542,ai,2,0,17,graduation_party_07,Graduation Party,12,6,Only statement 1 is correct.,Only statement 2 is correct.,0.0,99.0,218.58400011062622,1
67894c4106e9380ced60256e,ai,1,0,6,ypc_02,Young Professionals Consulting,1,11,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,100.0,98.9079999923706,1
67894c4106e9380ced60256e,ai,1,0,7,ypc_03,Young Professionals Consulting,2,10,Only statement 1 is correct.,Only statement 2 is correct.,0.0,93.0,288.67400002479553,2
67894c4106e9380ced60256e,ai,1,0,8,ypc_05,Young Professionals Consulting,3,13,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,85.0,90.97599983215332,1
67894c4106e9380ced60256e,ai,1,0,9,ypc_06,Young Professionals Consulting,4,12,Only statement 2 is correct.,Only statement 1 is correct.,0.0,100.0,102.84700012207031,1
67894c4106e9380ced60256e,ai,1,0,10,car_racing_01,Incentive Car Racing,5,17,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,81.0,90.30299997329712,2
67894c4106e9380ced60256e,ai,1,0,11,car_racing_02,Incentive Car Racing,6,14,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,188.4100000858307,2
67894c4106e9380ced60256e,ai,1,0,12,car_racing_03,Incentive Car Racing,7,15,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,100.0,102.37700009346008,1
67894c4106e9380ced60256e,ai,1,0,13,car_racing_05,Incentive Car Racing,8,16,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,16.0,99.2739999294281,1
67894c4106e9380ced60256e,ai,1,0,14,graduation_party_01,Graduation Party,9,6,Only statement 2 is correct.,Only statement 2 is correct.,1.0,28.0,340.90399980545044,2
67894c4106e9380ced60256e,ai,1,0,15,graduation_party_05,Graduation Party,10,9,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,76.0,113.76999998092651,1
67894c4106e9380ced60256e,ai,1,0,16,graduation_party_06,Graduation Party,11,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,64.82699990272522,1
67894c4106e9380ced60256e,ai,1,0,17,graduation_party_07,Graduation Party,12,7,Only statement 2 is correct.,Only statement 2 is correct.,1.0,100.0,106.02400016784668,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,6,ypc_02,Young Professionals Consulting,1,14,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,99.82800006866455,2
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,7,ypc_03,Young Professionals Consulting,2,16,Only statement 1 is correct.,Only statement 2 is correct.,0.0,100.0,26.884999990463257,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,8,ypc_05,Young Professionals Consulting,3,15,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,38.348999977111816,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,9,ypc_06,Young Professionals Consulting,4,17,Only statement 2 is correct.,Only statement 1 is correct.,0.0,100.0,41.33400011062622,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,10,car_racing_01,Incentive Car Racing,5,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,15.003000020980835,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,11,car_racing_02,Incentive Car Racing,6,10,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,87.69600009918213,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,12,car_racing_03,Incentive Car Racing,7,13,Only statement 2 is correct.,Only statement 2 is correct.,1.0,100.0,21.01799988746643,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,13,car_racing_05,Incentive Car Racing,8,11,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,24.69099998474121,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,14,graduation_party_01,Graduation Party,9,6,Both statements are correct.,Only statement 2 is correct.,0.0,66.0,137.3329999446869,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,15,graduation_party_05,Graduation Party,10,7,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,43.18300008773804,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,16,graduation_party_06,Graduation Party,11,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,99.0,35.092000007629395,1
69fd9d6f7d9cd6c042e8a1cc,ai,1,0,17,graduation_party_07,Graduation Party,12,9,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,100.0,34.87999987602234,1
6a2012eff90f7af67fdfb112,ai,1,0,6,ypc_02,Young Professionals Consulting,1,12,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,100.0,38.152000188827515,1
6a2012eff90f7af67fdfb112,ai,1,0,7,ypc_03,Young Professionals Consulting,2,10,Only statement 1 is correct.,Only statement 2 is correct.,0.0,92.0,58.63199996948242,2
6a2012eff90f7af67fdfb112,ai,1,0,8,ypc_05,Young Professionals Consulting,3,11,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,59.543999910354614,1
6a2012eff90f7af67fdfb112,ai,1,0,9,ypc_06,Young Professionals Consulting,4,13,Only statement 2 is correct.,Only statement 1 is correct.,0.0,100.0,46.23199987411499,1
6a2012eff90f7af67fdfb112,ai,1,0,10,car_racing_01,Incentive Car Racing,5,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,79.15299987792969,1
6a2012eff90f7af67fdfb112,ai,1,0,11,car_racing_02,Incentive Car Racing,6,9,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,53.25500011444092,1
6a2012eff90f7af67fdfb112,ai,1,0,12,car_racing_03,Incentive Car Racing,7,6,Only statement 2 is correct.,Only statement 2 is correct.,1.0,99.0,81.96799993515015,2
6a2012eff90f7af67fdfb112,ai,1,0,13,car_racing_05,Incentive Car Racing,8,7,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,98.01600003242493,2
6a2012eff90f7af67fdfb112,ai,1,0,14,graduation_party_01,Graduation Party,9,17,Both statements are correct.,Only statement 2 is correct.,0.0,100.0,47.53600001335144,1
6a2012eff90f7af67fdfb112,ai,1,0,15,graduation_party_05,Graduation Party,10,16,Only statement 1 is correct.,Only statement 1 is correct.,1.0,100.0,36.223999977111816,1
6a2012eff90f7af67fdfb112,ai,1,0,16,graduation_party_06,Graduation Party,11,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,52.11999988555908,1
6a2012eff90f7af67fdfb112,ai,1,0,17,graduation_party_07,Graduation Party,12,14,Both statements are correct.,Only statement 2 is correct.,0.0,80.0,64.89600014686584,2
6a1c0a74391cb03e607159f3,ai,1,0,6,ypc_02,Young Professionals Consulting,1,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,77.0,276.54299998283386,1
6a1c0a74391cb03e607159f3,ai,1,0,7,ypc_03,Young Professionals Consulting,2,9,Only statement 2 is correct.,Only statement 2 is correct.,1.0,74.0,1057.9370000362396,1
6a1c0a74391cb03e607159f3,ai,1,0,8,ypc_05,Young Professionals Consulting,3,7,Only statement 1 is correct.,Only statement 1 is correct.,1.0,52.0,137.5970001220703,1
6a1c0a74391cb03e607159f3,ai,1,0,9,ypc_06,Young Professionals Consulting,4,6,Only statement 1 is correct.,Only statement 1 is correct.,1.0,50.0,532.0539999008179,3
6a1c0a74391cb03e607159f3,ai,1,0,10,car_racing_01,Incentive Car Racing,5,10,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,43.0,104.44099998474121,1
6a1c0a74391cb03e607159f3,ai,1,0,11,car_racing_02,Incentive Car Racing,6,11,Both statements are correct.,Both statements are correct.,1.0,89.0,74.36199998855591,1
6a1c0a74391cb03e607159f3,ai,1,0,12,car_racing_03,Incentive Car Racing,7,12,Only statement 2 is correct.,Only statement 2 is correct.,1.0,53.0,78.97000002861023,1
6a1c0a74391cb03e607159f3,ai,1,0,13,car_racing_05,Incentive Car Racing,8,13,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,23.0,161.13399982452393,1
6a1c0a74391cb03e607159f3,ai,1,0,14,graduation_party_01,Graduation Party,9,17,Only statement 2 is correct.,Only statement 2 is correct.,1.0,91.0,101.26000022888184,1
6a1c0a74391cb03e607159f3,ai,1,0,15,graduation_party_05,Graduation Party,10,15,Only statement 1 is correct.,Only statement 1 is correct.,1.0,93.0,108.88199996948242,1
6a1c0a74391cb03e607159f3,ai,1,0,16,graduation_party_06,Graduation Party,11,16,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,48.0,153.10399985313416,1
6a1c0a74391cb03e607159f3,ai,1,0,17,graduation_party_07,Graduation Party,12,14,Only statement 2 is correct.,Only statement 2 is correct.,1.0,78.0,211.72800016403198,1
5c0430c71a20110001e9b05a,ai,1,0,6,ypc_02,Young Professionals Consulting,1,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,87.0,37.68300008773804,1
5c0430c71a20110001e9b05a,ai,1,0,7,ypc_03,Young Professionals Consulting,2,16,Only statement 1 is correct.,Only statement 2 is correct.,0.0,90.0,29.25,1
5c0430c71a20110001e9b05a,ai,1,0,8,ypc_05,Young Professionals Consulting,3,14,Only statement 1 is correct.,Only statement 1 is correct.,1.0,98.0,120.65400004386902,2
5c0430c71a20110001e9b05a,ai,1,0,9,ypc_06,Young Professionals Consulting,4,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,98.0,61.414000034332275,2
5c0430c71a20110001e9b05a,ai,1,0,10,car_racing_01,Incentive Car Racing,5,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,96.0,27.228999853134155,1
5c0430c71a20110001e9b05a,ai,1,0,11,car_racing_02,Incentive Car Racing,6,10,Only statement 1 is correct.,Both statements are correct.,0.0,100.0,40.66699981689453,1
5c0430c71a20110001e9b05a,ai,1,0,12,car_racing_03,Incentive Car Racing,7,11,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,100.0,66.5530002117157,2
5c0430c71a20110001e9b05a,ai,1,0,13,car_racing_05,Incentive Car Racing,8,13,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,30.233999967575073,1
5c0430c71a20110001e9b05a,ai,1,0,14,graduation_party_01,Graduation Party,9,8,Only statement 1 is correct.,Only statement 2 is correct.,0.0,88.0,121.40199995040894,2
5c0430c71a20110001e9b05a,ai,1,0,15,graduation_party_05,Graduation Party,10,6,Only statement 1 is correct.,Only statement 1 is correct.,1.0,82.0,195.41799998283386,1
5c0430c71a20110001e9b05a,ai,1,0,16,graduation_party_06,Graduation Party,11,9,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,94.0,33.38100004196167,1
5c0430c71a20110001e9b05a,ai,1,0,17,graduation_party_07,Graduation Party,12,7,Only statement 1 is correct.,Only statement 2 is correct.,0.0,97.0,27.462000131607056,1
676ada80fe4f612146e3c8b3,ai,1,0,6,ypc_02,Young Professionals Consulting,1,9,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,99.0,126.3989999294281,2
676ada80fe4f612146e3c8b3,ai,1,0,7,ypc_03,Young Professionals Consulting,2,7,Only statement 2 is correct.,Only statement 2 is correct.,1.0,100.0,105.80299997329712,1
676ada80fe4f612146e3c8b3,ai,1,0,8,ypc_05,Young Professionals Consulting,3,8,Only statement 2 is correct.,Only statement 1 is correct.,0.0,99.0,38.878000020980835,1
676ada80fe4f612146e3c8b3,ai,1,0,9,ypc_06,Young Professionals Consulting,4,6,Both statements are correct.,Only statement 1 is correct.,0.0,99.0,70.75800013542175,1
676ada80fe4f612146e3c8b3,ai,1,0,10,car_racing_01,Incentive Car Racing,5,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,27.288999795913696,1
676ada80fe4f612146e3c8b3,ai,1,0,11,car_racing_02,Incentive Car Racing,6,10,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,163.36500000953674,2
676ada80fe4f612146e3c8b3,ai,1,0,12,car_racing_03,Incentive Car Racing,7,11,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,99.0,34.3050000667572,1
676ada80fe4f612146e3c8b3,ai,1,0,13,car_racing_05,Incentive Car Racing,8,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,100.0,114.42200016975403,1
676ada80fe4f612146e3c8b3,ai,1,0,14,graduation_party_01,Graduation Party,9,14,Both statements are correct.,Only statement 2 is correct.,0.0,98.0,66.06900000572205,2
676ada80fe4f612146e3c8b3,ai,1,0,15,graduation_party_05,Graduation Party,10,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,33.10199999809265,1
676ada80fe4f612146e3c8b3,ai,1,0,16,graduation_party_06,Graduation Party,11,16,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,99.0,76.08699989318848,1
676ada80fe4f612146e3c8b3,ai,1,0,17,graduation_party_07,Graduation Party,12,15,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,98.0,81.89499998092651,1
5a9c41f2dbdb470001eeef9c,ai,1,0,6,ypc_02,Young Professionals Consulting,1,8,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,24.0,96.55899977684021,1
5a9c41f2dbdb470001eeef9c,ai,1,0,7,ypc_03,Young Professionals Consulting,2,7,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,10.0,53.18300008773804,1
5a9c41f2dbdb470001eeef9c,ai,1,0,8,ypc_05,Young Professionals Consulting,3,9,Only statement 1 is correct.,Only statement 1 is correct.,1.0,29.0,72.52500009536743,1
5a9c41f2dbdb470001eeef9c,ai,1,0,9,ypc_06,Young Professionals Consulting,4,6,Only statement 1 is correct.,Only statement 1 is correct.,1.0,78.0,109.3199999332428,2
5a9c41f2dbdb470001eeef9c,ai,1,0,10,car_racing_01,Incentive Car Racing,5,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,99.0,33.293999910354614,1
5a9c41f2dbdb470001eeef9c,ai,1,0,11,car_racing_02,Incentive Car Racing,6,14,Both statements are correct.,Both statements are correct.,1.0,92.0,131.74000000953674,2
5a9c41f2dbdb470001eeef9c,ai,1,0,12,car_racing_03,Incentive Car Racing,7,16,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,67.0,51.78600001335144,1
5a9c41f2dbdb470001eeef9c,ai,1,0,13,car_racing_05,Incentive Car Racing,8,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,37.0,85.81599998474121,1
5a9c41f2dbdb470001eeef9c,ai,1,0,14,graduation_party_01,Graduation Party,9,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,79.0,162.17300009727478,3
5a9c41f2dbdb470001eeef9c,ai,1,0,15,graduation_party_05,Graduation Party,10,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,32.0,146.99699997901917,3
5a9c41f2dbdb470001eeef9c,ai,1,0,16,graduation_party_06,Graduation Party,11,11,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,84.0,39.980000019073486,2
5a9c41f2dbdb470001eeef9c,ai,1,0,17,graduation_party_07,Graduation Party,12,12,Only statement 1 is correct.,Only statement 2 is correct.,0.0,55.0,53.26099991798401,1
614b11e399369a0d52b5fbf6,ai,1,0,6,ypc_02,Young Professionals Consulting,1,16,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,81.0,26.10800004005432,1
614b11e399369a0d52b5fbf6,ai,1,0,7,ypc_03,Young Professionals Consulting,2,14,Only statement 1 is correct.,Only statement 2 is correct.,0.0,100.0,137.23399996757507,1
614b11e399369a0d52b5fbf6,ai,1,0,8,ypc_05,Young Professionals Consulting,3,17,Only statement 2 is correct.,Only statement 1 is correct.,0.0,89.0,43.539000034332275,1
614b11e399369a0d52b5fbf6,ai,1,0,9,ypc_06,Young Professionals Consulting,4,15,Only statement 2 is correct.,Only statement 1 is correct.,0.0,100.0,60.25699996948242,1
614b11e399369a0d52b5fbf6,ai,1,0,10,car_racing_01,Incentive Car Racing,5,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,21.30900001525879,1
614b11e399369a0d52b5fbf6,ai,1,0,11,car_racing_02,Incentive Car Racing,6,7,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,83.84599995613098,1
614b11e399369a0d52b5fbf6,ai,1,0,12,car_racing_03,Incentive Car Racing,7,9,Only statement 2 is correct.,Only statement 2 is correct.,1.0,92.0,68.74000000953674,1
614b11e399369a0d52b5fbf6,ai,1,0,13,car_racing_05,Incentive Car Racing,8,6,Only statement 1 is correct.,Only statement 1 is correct.,1.0,74.0,588.9470000267029,1
614b11e399369a0d52b5fbf6,ai,1,0,14,graduation_party_01,Graduation Party,9,13,Only statement 2 is correct.,Only statement 2 is correct.,1.0,63.0,63.74600005149841,1
614b11e399369a0d52b5fbf6,ai,1,0,15,graduation_party_05,Graduation Party,10,12,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,92.0,23.30999994277954,1
614b11e399369a0d52b5fbf6,ai,1,0,16,graduation_party_06,Graduation Party,11,11,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,67.0,214.38199996948242,1
614b11e399369a0d52b5fbf6,ai,1,0,17,graduation_party_07,Graduation Party,12,10,Only statement 1 is correct.,Only statement 2 is correct.,0.0,76.0,116.95300006866455,2
